Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Car Age
VW,Polo,1.4,Petrol,1994,144191,1915,28
VW,Golf,1.6,Petrol,2007,99705,8145,15
Ford,Fiesta,1.4,Petrol,2008,99200,6711,14
Toyota,Yaris,1.0,Petrol,2017,42765,17461,5
Toyota,RAV4,2.4,Hybrid,2012,48226,34372,10
VW,Polo,1.6,Petrol,1996,36316,5017,26
Toyota,Yaris,1.4,Hybrid,1990,235605,899,32
VW,Passat,1.8,Diesel,2012,60577,20667,10
Toyota,Prius,1.4,Hybrid,2000,135959,5371,22
Ford,Focus,1.6,Petrol,1999,157210,3628,23
Ford,Focus,2.0,Petrol,2008,90452,12389,14
Toyota,Yaris,1.4,Petrol,2022,6422,35355,0
Toyota,Prius,1.8,Hybrid,2014,73286,24605,8
BMW,M5,4.4,Petrol,2007,136235,24205,15
Ford,Fiesta,1.0,Diesel,2018,15963,19734,4
Porsche,718 Cayman,2.0,Petrol,1988,284677,829,34
Porsche,911,3.0,Petrol,2013,50874,64970,9
Ford,Focus,1.0,Diesel,2018,32382,26100,4
Porsche,911,2.2,Petrol,2000,135015,12820,22
Porsche,Cayenne,2.6,Petrol,1992,193781,3356,30
Ford,Fiesta,1.0,Petrol,1986,242364,393,36
Ford,Mondeo,2.0,Diesel,1997,161983,3550,25
Toyota,RAV4,1.8,Hybrid,2012,52102,29057,10
VW,Passat,2.0,Diesel,2011,49387,21878,11
Toyota,RAV4,2.0,Hybrid,2020,15249,64728,2
VW,Passat,1.4,Diesel,2015,45552,24470,7
Porsche,Cayenne,2.6,Petrol,2015,41400,49166,7
VW,Golf,1.6,Diesel,2007,134293,6569,15
VW,Polo,2.0,Petrol,1998,98486,4249,24
Ford,Focus,2.0,Petrol,2005,82637,10716,17
Toyota,Yaris,1.4,Petrol,2013,79229,12496,9
Ford,Mondeo,2.0,Diesel,2019,30158,39601,3
Ford,Mondeo,1.6,Petrol,2015,24969,26611,7
Ford,Fiesta,1.4,Petrol,1997,174532,1771,25
VW,Polo,1.4,Petrol,1991,94298,2297,31
Ford,Mondeo,1.6,Diesel,1990,172081,1829,32
VW,Polo,2.0,Petrol,2002,136638,4145,20
Ford,Focus,2.0,Petrol,1988,223075,1099,34
Ford,Mondeo,1.8,Diesel,2021,7767,48523,1
Toyota,Prius,1.4,Hybrid,2012,72537,19087,10
BMW,Z4,2.4,Petrol,2014,46078,29997,8
Ford,Mondeo,2.0,Petrol,2013,59649,21118,9
Toyota,RAV4,1.8,Hybrid,2003,131281,9073,19
BMW,X3,3.0,Diesel,2012,75701,26713,10
Ford,Fiesta,1.2,Petrol,2007,136332,4377,15
Toyota,Prius,1.0,Hybrid,2019,22259,35059,3
Ford,Fiesta,1.0,Petrol,1994,317754,329,28
Toyota,Prius,1.0,Hybrid,2000,210119,2421,22
BMW,M5,5.0,Petrol,2019,8199,135074,3
VW,Polo,2.0,Petrol,2019,21357,28312,3
Toyota,Prius,1.4,Hybrid,1993,192811,2093,29
VW,Passat,1.4,Diesel,1998,47828,7769,24
VW,Golf,2.0,Petrol,1993,111830,3273,29
VW,Polo,1.2,Petrol,2017,55790,15637,5
Toyota,Yaris,1.2,Hybrid,2012,77923,13104,10
Toyota,Yaris,1.0,Hybrid,2019,18739,27497,3
Ford,Mondeo,1.6,Diesel,1998,180083,2912,24
VW,Polo,2.0,Petrol,2003,126897,4785,19
Toyota,Prius,1.0,Hybrid,1996,158870,2885,26
Toyota,RAV4,2.4,Hybrid,1992,173681,3553,30
Ford,Focus,1.0,Petrol,2017,26050,24113,5
VW,Golf,1.2,Petrol,2021,15118,30767,1
VW,Passat,1.6,Diesel,2001,172788,3999,21
VW,Golf,2.0,Diesel,2009,118097,9521,13
Toyota,RAV4,1.8,Hybrid,2012,52879,28915,10
VW,Passat,1.6,Diesel,1998,139489,4311,24
Ford,Mondeo,1.4,Diesel,2000,155514,3828,22
VW,Golf,1.4,Petrol,2010,119262,8038,12
Ford,Focus,2.0,Diesel,1993,236269,1429,29
VW,Golf,1.8,Diesel,2007,106154,8650,15
Toyota,Yaris,1.0,Petrol,2003,80619,5370,19
VW,Passat,2.0,Diesel,2008,41466,18801,14
BMW,X3,2.4,Diesel,2002,121533,8788,20
VW,Golf,1.8,Petrol,1996,97639,4212,26
Ford,Mondeo,1.4,Diesel,2009,98681,10864,13
VW,Golf,1.8,Diesel,2012,102682,12386,10
VW,Polo,1.6,Petrol,2001,96558,4707,21
Toyota,Prius,1.0,Hybrid,2013,68571,17707,9
Toyota,Prius,1.4,Hybrid,1999,147233,4589,23
Toyota,Yaris,1.2,Petrol,1998,116684,3242,24
Toyota,Yaris,1.0,Petrol,2011,75879,9457,11
Toyota,RAV4,2.2,Hybrid,1999,226395,3412,23
VW,Golf,2.0,Petrol,2013,93322,14228,9
VW,Golf,1.8,Petrol,2012,49108,16983,10
VW,Polo,1.4,Petrol,1989,345497,219,33
Ford,Focus,1.0,Petrol,1996,136479,2779,26
VW,Passat,1.4,Diesel,2018,36040,31645,4
VW,Passat,1.8,Diesel,2017,23068,36160,5
Toyota,Yaris,1.0,Hybrid,2019,43000,23908,3
Toyota,Yaris,1.2,Petrol,2007,102079,6590,15
Toyota,RAV4,2.4,Hybrid,2003,122766,11197,19
Toyota,Yaris,1.4,Hybrid,2013,62510,16773,9
Ford,Focus,1.6,Diesel,1988,202142,1245,34
VW,Passat,1.4,Diesel,1995,167374,2625,27
VW,Passat,1.8,Diesel,1984,160251,1517,38
Toyota,Yaris,1.4,Petrol,1992,168157,1551,30
VW,Golf,1.2,Diesel,2011,63689,12412,11
Toyota,Prius,1.0,Hybrid,2018,10266,34995,4
Toyota,Yaris,1.4,Petrol,2019,22970,26486,3
Ford,Focus,1.8,Diesel,1993,187352,2097,29
VW,Polo,2.0,Petrol,1996,163449,2232,26
VW,Passat,1.6,Diesel,1990,188013,1685,32
Ford,Fiesta,1.4,Petrol,2011,83218,9187,11
VW,Golf,1.4,Petrol,1992,273103,636,30
Toyota,Yaris,1.4,Petrol,2000,157899,2880,22
BMW,M5,5.0,Petrol,1993,245154,3948,29
Porsche,718 Cayman,2.4,Petrol,1988,248209,1278,34
Toyota,Prius,1.8,Hybrid,2007,83400,14395,15
Toyota,RAV4,2.4,Hybrid,1992,221370,2338,30
BMW,X3,2.4,Diesel,1994,104037,5884,28
Toyota,RAV4,2.4,Petrol,1995,79765,7502,27
Ford,Fiesta,1.4,Petrol,1988,92266,1860,34
Ford,Fiesta,1.2,Petrol,2020,22695,22672,2
Toyota,RAV4,2.0,Hybrid,2019,25524,57222,3
VW,Golf,1.4,Diesel,1995,205520,1514,27
BMW,Z4,2.0,Petrol,1993,148315,3228,29
VW,Polo,1.6,Petrol,2017,26815,21495,5
Toyota,RAV4,1.8,Hybrid,2001,177230,5440,21
Porsche,911,2.6,Petrol,2005,128019,20554,17
VW,Polo,1.6,Petrol,2008,117775,6409,14
Toyota,Yaris,1.4,Hybrid,1994,192847,1720,28
Porsche,Cayenne,3.0,Petrol,2017,63143,52647,5
Porsche,718 Cayman,2.0,Petrol,1987,91205,4055,35
Toyota,Prius,1.4,Hybrid,2006,79806,12176,16
BMW,Z4,2.2,Petrol,2000,197874,3546,22
BMW,Z4,2.4,Petrol,1993,194103,2400,29
Ford,Fiesta,1.4,Petrol,2005,117759,4783,17
Ford,Mondeo,1.8,Diesel,1991,280592,778,31
Ford,Fiesta,1.0,Petrol,1996,73811,3047,26
Toyota,RAV4,2.2,Petrol,2004,157257,7242,18
Ford,Mondeo,1.4,Diesel,2003,79264,8357,19
VW,Passat,1.6,Diesel,2002,86889,8373,20
Porsche,911,3.0,Petrol,2011,65939,51618,11
Ford,Focus,1.4,Petrol,1992,154912,2169,30
Ford,Mondeo,2.0,Petrol,1999,116222,5571,23
VW,Passat,1.6,Diesel,2002,109576,7099,20
VW,Golf,1.8,Petrol,2016,12013,27452,6
VW,Polo,2.0,Diesel,2016,36164,22364,6
Ford,Focus,1.4,Diesel,1989,279059,615,33
BMW,M5,4.4,Petrol,1996,133017,11926,26
Toyota,RAV4,2.2,Hybrid,2002,127897,9637,20
Ford,Fiesta,1.2,Petrol,2005,98950,5096,17
Ford,Focus,2.0,Diesel,2003,136634,6574,19
Toyota,Prius,1.0,Hybrid,1995,159858,2677,27
Toyota,Yaris,1.4,Petrol,2010,89309,9535,12
Porsche,718 Cayman,2.0,Petrol,2014,57564,30815,8
Toyota,Yaris,1.2,Petrol,1999,172419,2208,23
VW,Polo,2.0,Petrol,2014,41797,18025,8
BMW,X3,3.0,Petrol,2009,81306,20042,13
Ford,Mondeo,2.0,Diesel,2017,9677,38787,5
Ford,Mondeo,1.4,Diesel,2013,62173,18251,9
Ford,Mondeo,1.4,Petrol,2007,124845,7435,15
Ford,Focus,1.6,Petrol,1997,214961,1927,25
Toyota,RAV4,2.0,Petrol,1999,79480,8959,23
Toyota,Yaris,1.4,Hybrid,2005,118356,6616,17
VW,Polo,1.6,Petrol,2012,71370,11685,10
Toyota,RAV4,2.2,Petrol,2002,117715,8689,20
BMW,X3,3.0,Diesel,1990,138735,3856,32
Porsche,911,2.6,Petrol,2016,51640,73522,6
BMW,Z4,3.0,Petrol,2016,50769,37226,6
VW,Golf,1.2,Diesel,2007,101604,7304,15
Porsche,718 Cayman,2.4,Petrol,1985,390862,266,37
Toyota,RAV4,2.4,Hybrid,2007,126161,14239,15
BMW,X3,3.0,Diesel,2004,171206,7504,18
Toyota,Yaris,1.4,Hybrid,1999,215481,1965,23
VW,Polo,2.0,Petrol,2011,76238,11826,11
Toyota,RAV4,2.2,Hybrid,2000,99400,10463,22
VW,Golf,1.8,Petrol,2012,38357,18130,10
Porsche,718 Cayman,4.0,Petrol,2010,99393,25051,12
Toyota,Prius,1.4,Hybrid,2004,63810,11865,18
Toyota,Yaris,1.0,Hybrid,1998,155365,2611,24
Toyota,Prius,1.0,Hybrid,2019,32106,33154,3
Toyota,Yaris,1.2,Petrol,2018,21533,23124,4
BMW,X3,3.0,Diesel,2007,56843,21676,15
VW,Polo,1.6,Petrol,2018,30779,22462,4
Ford,Fiesta,1.0,Petrol,2012,52731,10160,10
Toyota,Prius,1.4,Hybrid,1988,193146,1495,34
Toyota,RAV4,2.4,Hybrid,1989,227533,1810,33
Toyota,Yaris,1.2,Hybrid,2002,92861,6059,20
VW,Passat,1.8,Diesel,1996,149360,3694,26
Ford,Fiesta,1.4,Diesel,1993,219686,958,29
VW,Passat,2.0,Petrol,1999,139069,4923,23
Ford,Fiesta,1.4,Petrol,1988,215934,676,34
BMW,X3,3.0,Petrol,2000,62512,12481,22
Ford,Mondeo,2.0,Diesel,1998,180671,3239,24
BMW,M5,5.0,Petrol,1997,160521,10868,25
Ford,Mondeo,2.0,Diesel,2003,89297,9312,19
VW,Passat,1.6,Diesel,1993,193608,1960,29
Ford,Focus,1.0,Petrol,2018,40161,23743,4
Ford,Mondeo,1.4,Diesel,1998,236257,1654,24
Ford,Mondeo,1.4,Diesel,2017,28932,29201,5
Toyota,Yaris,1.2,Hybrid,1989,224393,862,33
VW,Golf,1.2,Petrol,2010,126097,7058,12
Toyota,RAV4,2.0,Petrol,2000,148971,5662,22
Ford,Mondeo,1.8,Diesel,2011,52202,19303,11
Toyota,RAV4,2.0,Hybrid,1996,159492,4772,26
Toyota,RAV4,1.8,Hybrid,2016,40303,40785,6
VW,Polo,1.4,Petrol,2006,109202,5598,16
VW,Golf,1.2,Diesel,1991,190370,1226,31
VW,Polo,1.2,Petrol,2014,62983,12223,8
Ford,Mondeo,1.6,Diesel,2011,84103,14726,11
BMW,X3,2.0,Petrol,2003,99641,9627,19
VW,Polo,1.2,Diesel,2006,141502,4234,16
Toyota,Yaris,1.4,Hybrid,1999,202121,2213,23
Toyota,RAV4,2.2,Hybrid,1997,244673,2527,25
VW,Polo,1.0,Petrol,2003,128750,3335,19
Ford,Fiesta,1.0,Petrol,1991,283121,375,31
Toyota,Yaris,1.2,Hybrid,2018,34238,25813,4
Toyota,RAV4,2.0,Petrol,2010,115505,14362,12
VW,Passat,2.0,Diesel,2013,67134,22308,9
BMW,M5,5.0,Petrol,2015,30353,91630,7
Porsche,Cayenne,3.0,Diesel,2016,43841,58407,6
Ford,Fiesta,1.4,Petrol,1994,176596,1424,28
Toyota,Prius,1.8,Hybrid,2012,39670,26678,10
VW,Golf,1.2,Diesel,1996,229073,1212,26
Ford,Focus,1.8,Petrol,2011,76847,15784,11
BMW,X3,2.0,Petrol,1992,120774,3945,30
VW,Passat,1.6,Petrol,2014,76330,19096,8
Ford,Mondeo,1.8,Diesel,1994,176736,2434,28
Ford,Focus,1.8,Petrol,2013,52223,21197,9
BMW,X3,2.0,Petrol,1990,110417,3736,32
Ford,Mondeo,2.0,Diesel,2017,27352,35218,5
Toyota,Prius,1.0,Hybrid,2016,39565,25978,6
VW,Polo,1.4,Petrol,2016,54911,15889,6
BMW,X3,2.0,Diesel,1995,258704,1539,27
Toyota,Prius,1.8,Hybrid,2002,151113,6157,20
Ford,Focus,1.8,Petrol,2011,57534,17937,11
BMW,Z4,3.0,Petrol,2006,57278,18342,16
VW,Golf,1.6,Hybrid,2014,54418,21237,8
Ford,Mondeo,1.4,Petrol,2010,108499,10287,12
BMW,M5,4.0,Petrol,2018,47040,90632,4
Toyota,Prius,1.8,Hybrid,2008,85410,15172,14
VW,Golf,1.4,Hybrid,1996,158323,2775,26
BMW,M5,4.0,Petrol,2016,24164,90739,6
VW,Golf,1.4,Diesel,1990,214797,998,32
Toyota,Prius,1.0,Hybrid,2000,201991,2602,22
Toyota,Prius,1.8,Hybrid,2021,10083,57401,1
VW,Polo,1.0,Petrol,2021,12584,23990,1
Toyota,Yaris,1.2,Petrol,1992,162560,1505,30
Ford,Fiesta,1.4,Petrol,1993,107961,2314,29
Porsche,718 Cayman,2.0,Petrol,1997,220836,2728,25
Porsche,911,3.0,Petrol,2004,87768,27885,18
BMW,M5,4.0,Petrol,2013,54598,61947,9
VW,Passat,1.6,Diesel,2018,36962,33647,4
Porsche,911,2.6,Petrol,1998,178991,8478,24
Ford,Focus,1.0,Petrol,1996,77569,4306,26
BMW,X3,2.0,Diesel,2011,95563,17749,11
BMW,X3,3.0,Petrol,1987,318636,597,35
Toyota,Prius,1.0,Hybrid,2000,110147,5543,22
BMW,Z4,3.0,Petrol,2006,134369,10524,16
Ford,Fiesta,1.0,Petrol,1999,113810,2792,23
Ford,Mondeo,2.0,Diesel,1998,158714,3899,24
VW,Polo,1.4,Petrol,2010,89277,8453,12
VW,Passat,1.4,Petrol,1999,98383,5624,23
Toyota,Prius,1.0,Hybrid,1995,56108,5784,27
VW,Passat,1.8,Diesel,2009,77451,15122,13
Ford,Mondeo,1.4,Diesel,2002,177206,3645,20
Porsche,Cayenne,3.5,Diesel,1997,119193,10558,25
Toyota,Prius,1.8,Hybrid,2004,61730,13638,18
Toyota,RAV4,2.0,Hybrid,1997,107056,7720,25
Porsche,718 Cayman,2.0,Petrol,2014,59195,30494,8
VW,Polo,1.2,Petrol,2013,59017,11732,9
Toyota,Yaris,1.2,Hybrid,2014,31394,20100,8
VW,Golf,1.6,Petrol,2020,3162,35380,2
VW,Passat,1.4,Diesel,2016,61516,23652,6
Toyota,Yaris,1.4,Petrol,2018,29495,23881,4
Ford,Fiesta,1.2,Petrol,2015,70284,12131,7
Ford,Focus,2.0,Petrol,2007,66184,13690,15
VW,Golf,1.8,Petrol,2008,121599,7834,14
Ford,Fiesta,1.4,Petrol,1993,121249,2092,29
Toyota,Yaris,1.2,Petrol,1994,196813,1282,28
VW,Passat,1.6,Diesel,2008,79815,13123,14
VW,Polo,1.0,Petrol,2000,233493,1114,22
Ford,Focus,1.6,Petrol,2022,3868,47955,0
Toyota,RAV4,2.4,Hybrid,2004,121778,12061,18
Ford,Focus,1.4,Petrol,2007,109441,8440,15
Toyota,Prius,1.0,Hybrid,2004,80042,8991,18
Ford,Focus,1.0,Diesel,2002,96346,5910,20
VW,Polo,1.6,Petrol,2011,96797,9152,11
BMW,X3,2.4,Diesel,2008,89954,16572,14
Toyota,Yaris,1.2,Hybrid,1990,29185,4110,32
VW,Passat,2.0,Diesel,2018,43748,36118,4
Ford,Mondeo,1.4,Petrol,2004,167943,4291,18
VW,Passat,1.4,Diesel,1986,291724,468,36
BMW,M5,4.0,Petrol,2020,21058,120534,2
Toyota,RAV4,2.4,Hybrid,2014,46107,39790,8
Toyota,Yaris,1.2,Hybrid,2011,51804,14552,11
Ford,Mondeo,1.6,Diesel,1996,102699,4740,26
Porsche,718 Cayman,4.0,Petrol,2002,114000,13183,20
Toyota,RAV4,2.0,Petrol,2005,128041,9342,17
Ford,Focus,2.0,Petrol,2008,125359,9549,14
Ford,Focus,2.0,Petrol,2002,79352,8975,20
Ford,Focus,1.0,Diesel,2015,39672,20471,7
VW,Polo,1.4,Petrol,2012,55278,12142,10
Ford,Fiesta,1.4,Petrol,1992,219333,856,30
Ford,Mondeo,1.8,Diesel,2021,9161,48172,1
Toyota,Prius,1.8,Hybrid,1999,63824,9639,23
Porsche,Cayenne,3.5,Petrol,2010,66120,34970,12
BMW,X3,3.0,Diesel,2016,33691,45501,6
Toyota,RAV4,2.2,Hybrid,1989,39535,7487,33
Ford,Fiesta,1.0,Hybrid,2008,100897,6723,14
Ford,Mondeo,1.6,Petrol,2005,9000,14898,17
VW,Polo,1.0,Petrol,2003,128244,3348,19
Ford,Fiesta,1.2,Petrol,1994,185271,1224,28
Ford,Mondeo,2.0,Diesel,2002,65113,10278,20
BMW,X3,3.0,Petrol,2009,88605,19043,13
VW,Polo,1.6,Petrol,1992,204601,1072,30
Porsche,718 Cayman,2.0,Petrol,2008,90833,16490,14
VW,Passat,2.0,Diesel,2000,95435,7708,22
VW,Polo,1.6,Diesel,2014,23784,18796,8
VW,Golf,1.8,Petrol,2014,45431,19850,8
Toyota,Prius,1.0,Hybrid,2004,78921,9061,18
Toyota,RAV4,2.4,Hybrid,1993,129564,5452,29
BMW,Z4,2.0,Petrol,1994,185797,2518,28
Ford,Focus,1.4,Petrol,2016,49755,23187,6
Ford,Focus,1.8,Petrol,1998,124979,4664,24
VW,Golf,1.8,Diesel,2018,24996,30681,4
VW,Golf,1.8,Hybrid,2021,7047,47186,1
VW,Passat,1.8,Diesel,2011,72306,17893,11
Ford,Mondeo,1.4,Diesel,2018,29973,31029,4
VW,Passat,1.6,Diesel,1992,109401,3649,30
VW,Passat,1.4,Diesel,2018,11517,36296,4
Toyota,Prius,1.0,Hybrid,1999,186704,2783,23
Ford,Mondeo,2.0,Hybrid,2021,10345,57673,1
Toyota,Yaris,1.0,Hybrid,2009,89362,9043,13
Ford,Mondeo,1.4,Diesel,1989,196547,1295,33
Ford,Focus,1.0,Petrol,1999,115848,3987,23
Ford,Mondeo,1.8,Petrol,2007,96384,10440,15
VW,Golf,1.4,Petrol,1999,122780,3757,23
VW,Passat,1.4,Diesel,2005,144558,6173,17
VW,Passat,1.8,Petrol,2010,94938,13614,12
Porsche,Cayenne,3.0,Petrol,2009,73032,28922,13
Ford,Mondeo,1.6,Diesel,1994,78513,4928,28
Toyota,Yaris,1.2,Hybrid,1991,128236,2231,31
Ford,Focus,1.6,Petrol,2016,51086,24584,6
Ford,Focus,1.8,Hybrid,2010,104341,14570,12
VW,Polo,1.0,Petrol,2007,123648,4530,15
VW,Passat,1.4,Diesel,2001,123192,5600,21
BMW,X3,2.0,Petrol,2009,136032,10875,13
VW,Passat,2.0,Diesel,1989,44684,5195,33
Ford,Fiesta,1.0,Petrol,1999,96928,3165,23
Ford,Fiesta,1.2,Petrol,1991,18859,3350,31
Ford,Mondeo,1.8,Petrol,2002,151103,4898,20
Ford,Mondeo,1.6,Diesel,2013,44900,21756,9
Toyota,Yaris,1.2,Petrol,1993,232211,873,29
BMW,X3,3.0,Diesel,2016,22294,48552,6
Ford,Fiesta,1.2,Petrol,2009,65554,8391,13
Ford,Fiesta,1.2,Petrol,2012,32809,12557,10
BMW,M5,4.4,Petrol,1998,181780,9103,24
Toyota,Yaris,1.4,Petrol,1992,62236,3452,30
Ford,Mondeo,1.8,Diesel,2019,10094,41953,3
BMW,M5,4.4,Petrol,2018,13728,115132,4
VW,Polo,1.2,Petrol,2014,42127,13934,8
VW,Passat,2.0,Diesel,2017,37345,35112,5
Ford,Mondeo,1.4,Diesel,1990,284272,620,32
Toyota,Prius,1.8,Hybrid,2014,32823,31739,8
Ford,Focus,1.4,Petrol,2005,28735,12625,17
Toyota,Prius,1.8,Hybrid,1991,220454,1625,31
VW,Passat,2.0,Petrol,2010,55984,18700,12
VW,Golf,1.4,Petrol,2008,92818,8560,14
Toyota,Prius,1.0,Hybrid,2009,99308,10944,13
Ford,Fiesta,1.4,Petrol,2006,142402,4213,16
Ford,Focus,2.0,Petrol,2018,32901,35048,4
VW,Golf,1.8,Diesel,2018,25363,30618,4
VW,Polo,1.2,Petrol,2014,54970,12869,8
Toyota,Prius,1.4,Hybrid,2004,78962,10718,18
Toyota,Prius,1.0,Hybrid,2004,121340,6646,18
Ford,Focus,2.0,Petrol,1993,201125,1867,29
Ford,Mondeo,1.6,Diesel,2020,19699,40155,2
Ford,Fiesta,1.4,Petrol,1994,195026,1214,28
VW,Passat,1.4,Diesel,2012,69616,17175,10
Toyota,RAV4,2.0,Hybrid,2012,8506,39353,10
Ford,Focus,1.0,Petrol,1998,190565,2021,24
Ford,Fiesta,1.2,Petrol,1987,148398,1046,35
VW,Polo,2.0,Petrol,2018,32033,24932,4
Toyota,RAV4,2.4,Hybrid,2015,50412,41416,7
Ford,Mondeo,1.4,Petrol,1997,207427,1911,25
VW,Golf,1.2,Hybrid,1995,268839,898,27
Toyota,Yaris,1.2,Hybrid,2008,97543,8738,14
Toyota,RAV4,1.8,Hybrid,2011,80208,22584,11
Ford,Focus,1.6,Petrol,1994,154072,2668,28
Toyota,Yaris,1.4,Hybrid,1989,159722,1635,33
Toyota,Yaris,1.0,Petrol,2013,76594,10753,9
BMW,Z4,2.2,Petrol,2007,76905,14745,15
VW,Polo,1.2,Petrol,1985,71982,1665,37
VW,Golf,1.4,Diesel,1996,176574,2082,26
BMW,Z4,2.4,Petrol,2014,54250,28509,8
Toyota,Prius,1.8,Hybrid,2016,23882,38164,6
Ford,Focus,2.0,Diesel,1998,119435,5389,24
VW,Passat,1.4,Diesel,1996,94150,4985,26
VW,Polo,1.2,Petrol,2013,65308,11262,9
Ford,Fiesta,1.2,Petrol,2019,34182,19864,3
VW,Polo,1.6,Petrol,2015,86661,12847,7
Ford,Focus,1.0,Hybrid,2000,92165,6092,22
Toyota,Prius,1.4,Hybrid,2000,108871,6621,22
Ford,Focus,1.6,Petrol,2019,20887,35870,3
VW,Polo,1.2,Petrol,2010,27145,11651,12
BMW,Z4,2.2,Petrol,2004,104056,9951,18
BMW,X3,3.0,Petrol,1991,159201,3322,31
VW,Polo,1.6,Petrol,1999,119082,3482,23
VW,Golf,2.0,Petrol,2018,24949,30809,4
Ford,Mondeo,2.0,Diesel,2002,175527,4419,20
Ford,Mondeo,1.4,Petrol,2011,65773,14858,11
VW,Golf,1.4,Petrol,2015,24272,21184,7
VW,Polo,2.0,Petrol,2018,15504,27346,4
Ford,Mondeo,2.0,Diesel,2006,42742,15455,16
VW,Golf,1.4,Diesel,2008,94112,8905,14
Ford,Mondeo,2.0,Diesel,2002,36568,12282,20
Toyota,Yaris,1.0,Hybrid,1991,205614,1064,31
VW,Polo,1.4,Diesel,1996,257642,849,26
VW,Passat,1.8,Diesel,2002,96130,8314,20
Toyota,Prius,1.8,Hybrid,2003,31510,15361,19
Ford,Focus,1.8,Petrol,1995,148190,3174,27
VW,Golf,1.8,Petrol,2014,54754,18731,8
Porsche,911,3.5,Petrol,2003,173786,14353,19
Ford,Mondeo,1.6,Diesel,2018,24946,34133,4
VW,Passat,1.8,Petrol,2005,59947,12393,17
VW,Polo,1.0,Petrol,2019,38690,18122,3
Ford,Focus,2.0,Diesel,2016,30797,32601,6
Ford,Focus,1.0,Petrol,2009,32048,13668,13
Toyota,Prius,1.4,Hybrid,2006,8500,18778,16
Ford,Fiesta,1.0,Petrol,2006,105817,4728,16
VW,Golf,1.6,Petrol,2009,90147,9971,13
Toyota,RAV4,1.8,Hybrid,2020,29043,56880,2
Ford,Fiesta,1.4,Petrol,1993,174821,1353,29
Ford,Focus,2.0,Petrol,1994,236495,1452,28
Toyota,Yaris,1.2,Hybrid,2015,60340,17995,7
Toyota,RAV4,2.0,Hybrid,1995,51657,9888,27
Porsche,911,3.5,Petrol,2004,56731,37115,18
Ford,Mondeo,1.8,Diesel,2005,120865,7989,17
Ford,Fiesta,1.0,Petrol,2019,15146,20179,3
BMW,X3,2.4,Diesel,1988,215615,1567,34
Toyota,Yaris,1.0,Hybrid,2017,34762,21976,5
VW,Golf,1.4,Petrol,2009,95015,9007,13
Ford,Fiesta,1.4,Petrol,1995,155153,1823,27
Porsche,Cayenne,2.6,Petrol,1998,164979,6409,24
Toyota,RAV4,2.0,Hybrid,2019,26249,56988,3
VW,Passat,1.6,Petrol,1988,141310,2077,34
Ford,Focus,1.6,Petrol,1986,248234,684,36
Toyota,Prius,1.8,Hybrid,2012,50641,24948,10
BMW,M5,4.0,Petrol,2004,90397,26715,18
VW,Passat,1.6,Diesel,2004,171578,4935,18
Ford,Mondeo,1.6,Diesel,2010,89383,13273,12
Toyota,Yaris,1.2,Petrol,2020,10627,28025,2
Toyota,RAV4,2.2,Petrol,2020,24885,53652,2
VW,Polo,1.6,Petrol,2013,70331,12578,9
BMW,X3,3.0,Diesel,2017,31529,49252,5
Toyota,Yaris,1.4,Hybrid,1995,54016,5334,27
Ford,Mondeo,1.4,Diesel,1998,144282,3672,24
Ford,Fiesta,1.2,Petrol,1993,193201,1069,29
Ford,Fiesta,1.0,Petrol,2012,36444,11221,10
Ford,Mondeo,1.4,Diesel,2005,119777,7105,17
Porsche,718 Cayman,2.4,Petrol,2006,113140,13419,16
Porsche,911,2.6,Petrol,2004,83779,26697,18
VW,Passat,2.0,Diesel,2015,32046,31698,7
VW,Polo,2.0,Petrol,2016,51096,19453,6
Toyota,RAV4,2.2,Hybrid,2002,165508,7100,20
Ford,Mondeo,2.0,Diesel,1988,131273,2500,34
Ford,Focus,1.8,Petrol,1986,18500,4271,36
BMW,M5,5.0,Petrol,1990,135363,8365,32
Ford,Fiesta,1.2,Petrol,2010,86575,7772,12
Porsche,911,2.2,Petrol,2006,66339,31589,16
VW,Golf,1.4,Petrol,2014,72436,14716,8
Porsche,911,2.6,Petrol,1994,47409,17412,28
BMW,Z4,2.4,Petrol,2010,39794,23867,12
VW,Polo,1.2,Petrol,2007,78226,6921,15
VW,Golf,1.6,Petrol,1993,153305,2110,29
VW,Golf,1.8,Petrol,1990,243077,834,32
VW,Golf,2.0,Petrol,1988,224611,910,34
Toyota,RAV4,2.2,Hybrid,2013,70963,30382,9
VW,Golf,1.2,Diesel,1995,96264,3412,27
Toyota,RAV4,2.2,Hybrid,2017,22191,53512,5
Ford,Fiesta,1.2,Petrol,1999,161133,2097,23
Ford,Focus,1.0,Petrol,1990,175592,1348,32
Toyota,Yaris,1.0,Petrol,2019,34405,20969,3
Porsche,Cayenne,4.0,Petrol,2003,128245,14950,19
Ford,Mondeo,1.8,Diesel,2007,98231,10816,15
BMW,X3,2.0,Petrol,1996,239169,1876,26
Toyota,Prius,1.0,Hybrid,2001,152530,4244,21
Ford,Mondeo,2.0,Diesel,1997,213861,2264,25
Ford,Fiesta,1.2,Petrol,2016,22397,17394,6
Porsche,718 Cayman,2.0,Petrol,1993,217599,2151,29
Ford,Focus,1.6,Hybrid,2006,69016,13490,16
Toyota,RAV4,1.8,Hybrid,1995,154545,4412,27
